,Tweet,Type
372,Incredible Miniature Landmarks Take Over Times Square  <link>   <link> ,1.0
373,Baltimore Police 3 gunmen shoot wound 8 in attack  <link>   <link> ,1.0
374,The BEST thing about that day was that I got out of all my classes that day,0.0
375,San Jose celebrates national Gun Violence Awareness Day   <hashtag> ,1.0
376,this sounds like more money smh,0.0
377,when the person you have a crush on finally starts talking to  <link> ,0.0
378,Wearing these publicly  <hashtag> 3Words  <link>   <link> ,1.0
379,Relive the key moments from an exciting  <username>  event in Mettet Belgium  <hashtag>   <link> ,0.0
380,Jay Lloyds Getaway Boat Safe Getaway  <link>   <link> ,1.0
381,This poet  <hashtag>  made a  <hashtag>  mad lib and its devastating Full video  <link>   <link> ,1.0
382,Im keeping away from social media Thursday I gotta fully focused on the show,0.0
383,60 of California still in extreme drought  <link> ,1.0
384,There are no bad donuts  <hashtag> 5Words,1.0
385,Costa Mata Cazorla or Torres not good enough for SpainDelph Townsend Henderson and Milner will do for  <link> ,0.0
386,Has anyone talked about the fact that every Meitu filter significantly whitens the skin,1.0
387, <username>  based on the  <link>  the airstrike was performed by the SyrianAF,1.0
388,VIDEO  Keith Ellison Not on the Side of America in N Korea Conflict  <link>   <link> ,1.0
389,When you realize the  <hashtag>  is tonight and you could get the No 1  <link> ,0.0
390,Man stabbed with a machete in San Franciscos Visitacion Valley  <link> ,1.0
391,All of us believe your words you are KSA is the good boy for UK  KSA is the UK hands in the ME honestly botg of you most evil in world  <link> ,1.0
392, <hashtag>  someone dissing your mother  <link> ,1.0
393,That one producer who doesnt play any chords ever lol  <link> ,1.0
394, <username>   <username>  same here in deep blue Southern California,1.0
395,The WISER LIFE sign is reaching new heights <link> ,0.0
396,You have a beautiful smile Me well um  <link> ,0.0
397,thank you,0.0
398,Fire at Deauville Beach Resort  <link>   <link> ,1.0
399,What in the World In Finland a Postal Worker Will Mow Your Lawn Stamp sales have slumped in  <link>  Via  <username> ,0.0
400,im glad mx has found a distinct style,0.0
401,Chloë Moretz and Brooklyn Beckham have made their red carpet debut as a couple  <link>  <link> ,0.0
402,its looks beutiful,0.0
403,youve told me thay,0.0
404,Toast Up To Broward  954,0.0
405,The Problem with The Industry is Everybody reaching forward and nobody reaching back  <hashtag> ,1.0
406,BREAKING  NY Times Writer Asks Americans to Commit a FELONY to Destroy Trump  <link>   <link> ,1.0
407,Give me the strength to pull myself out of this comfortable bed lmao,0.0
408, <hashtag>  Oklahoma calls for more disposal wells to shut after quake,1.0
409,Auburns Tray Matthews tried to save himself flying over Leonard Fournette  <link> ,1.0
410,KYyour polling places are open 4 the Dem primary Make sure you call us if you have qs or probs  <link> ,0.0
411,Delhi Celebrations in full swing at AAP Headquarters after AAP won 5 seats in  <link> ,0.0
412, <username>  please mention Bikers Against Child Abuse 100 mile ride is worldwide on May 21 Anyone can come and ride with their local chapter,0.0
413, <hashtag>  Robert Morris advances to NEC championship game,1.0
414,10 Billion Later The VA Makes Veterans Wait Even Longer To Get Care MoreBullshitForVeterans  <link>  via  <username> ,0.0
415,The measure of a society is found in how we treat our weakest most helpless citizens Were better than this STL  <link> ,1.0
416,Small Biz Entrepreneur AuthorBlogger Want to get More Hits and Conversions from Social >  <link>  <  <link> ,1.0
417,Islamic State refugees top agenda for Italy PMs visit to White House   <hashtag>   <hashtag> ,1.0
418,Love who you love be who you wanna be <3  <hashtag> 2016  <hashtag> 8,0.0
419,Please  <username>   <username>  hahaha for Zuma fela I would Lol,0.0
420,Hacker Lauri Love to be extradited to US  <link>  In UK max jail time is two years and eight months In the US its 99  WTF,1.0
421,WTF Teacher Punished for Forcing Student to Respect the Pledge   <link> ,1.0
422,We should be able to talk about the past in detail to share information and learn as well as,0.0
423,HAPPY BIRTHDAY KA  THE ORACLE MARKETING CLOUD  <username>   <username>   <username>   <hashtag>   <hashtag>   <hashtag>   <link> ,0.0
424, <hashtag>  WTF Refugees With TB Are Interviewing at Starbucks  <link>   <hashtag>   <link> ,1.0
425,kasper0524 Spoken kind of love only Chanyeol If its like that Ill think about it again  <link> ,0.0
426,Powervote for  <username>  FHMs 100 Sexiest Women of 2016 TOP 10  Vote here > <link> ,0.0
427,BREAKING Massive Earthquake in North Korea Following HBomb Test  <link>   <link> ,1.0
428,Happy  <hashtag>  everyone I live you   <username>   <username>   <username>   <username> ,0.0
429,Florida LGBT Rights Bill Dead Still Legal to Fire Someone for Being Gay   <hashtag> ,1.0
430,Dream Drives The Center for Art in Wood  <link>   <link> ,1.0
431,Grab your  <username>  coffee and donut your headphones and head over to  <hashtag>  on  <username>   <link> ,0.0
432,Im hungry afff,0.0
433, <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>   <username>  Whatmovement the gay agenda I find the rasta movement more real than any movement out here rite now,1.0
434,still ballin bro Up here in Orpando chillin,0.0
435,  <hashtag>  A picture with high symbolism Once again police on  <hashtag>  were victims of a Islamist terrorist attack  <hashtag>   <link> ,1.0
436, <username>  Such a bittersweet feeling isnt it You know RATO will never be the president,1.0
437,Silence is golden when you cant think of a good answer,1.0
438,Many Christians could benefit from listening to sermon 595 Loving Unconditionally Love and respect those different from you,0.0
439,RT David Camerons government finally admits the truthimmigration is  damaging the UK   <link>   <link> ,1.0
440,I hate it when all your friends get into this amazing tv show and they on like season 100000 and u Tryna catch up,0.0
441,that happens to me every time,0.0
442,Thompson beats Curry to win 3point title   <hashtag> ,1.0
443,Cure cancer Become a  <link> ,0.0
444,1111 money,0.0
445,Love when ex baes like ur photo n ur just lit yeh am still looking gd int a x,0.0
446,Can you count the ways  <hashtag>  is rejecting life on 125th street in East Harlem <username>  <link> ,0.0
447,Todays Best  <link> ,1.0
448,Smile an wave boys  <hashtag>   <link> ,1.0
449,No but I found the culprit iZotope Denoiser plugin Why it started acting up is beyond me though,0.0
450,The Most Dangerous Man In Any Society Is The Man Who Has Nothing To Lose    <hashtag>   <link> ,1.0
451,Which strand of conservative Islam is bigger challenge for Bosnia  Good reporting by  <username>   <username>  <link> ,0.0
452,Trust is like an eraser it gets smaller and smaller after every mistake_Curiano,1.0
453,So excited for our Opening Party THIS FRIDAY We would love for you to join us at OB as we kick off for the Summer <link> ,0.0
454, <hashtag>  Looking at attractive woman  <link> ,1.0
455,This isnt the America I love anymore  <link> ,1.0
456,On this day May 17 2011 Dirk Nowitzki dropped 48 points on only 15 shots to take a 10 WCF series lead over  <link> ,0.0
457,Man sustains lifethreatening injuries in Shoreline Amphitheatre fire  <link>   <link> ,1.0
458,Now Playing Curtis Williams  Head First gt  <link> ,1.0
459, <username>  owdo mon come back and pay Paul youngWhy dont you come back 3 lorriesCome back and pay for goods this time,0.0
460,White House snubs Chaffetz refuses to let aide testify after controversial Iran remarks  via  <username>   <link> ,0.0
461,1 injured in shooting on Washington Universitys campus school says   <link> ,1.0
462,why didnt I know we had Mexican in this food court before I ordered showmars,0.0
463,Most Miningexploration IBAs impact benefit agreement have 1 cash payment sometimes no clean up sometimes no royaltiesno jobs promised,0.0
464, <username>  So his response to being accused of rape is to laugh not deny it then blame the accuser Seems like his usual routine,1.0
465,Will ConArtist Bernie Sanders Ever Pay Off His Massive Campaign Debt   <link> ,1.0
466,Yep  <hashtag>  is a BADASS  <hashtag>  figure Im so STOKED  <username>  DLC is out  <hashtag>   <link> ,0.0
467,Swach ie cleantidysystematic cities wo encroachment MCs job to doJanta to follow which MCs to make sure Direct route to Swach Bharat,0.0
468,Jackson water employee fired after talking lead to media   <hashtag> ,1.0
469,Lafayette flag desecration arrest unconstitutional ACLU says  <link> ,1.0
470,Victoria Gate bosses serve up support for  <hashtag>  community groups  <link>  <link> ,0.0
471, <username>  my tux still in mama J trunk,0.0
472,The Current State of America  <link> ,1.0
473,5 today So incredibly proud of how hes turning into an incredibly talented and well rounded  <link> ,0.0
474,is that even pink,0.0
475,Tell me what did I do wrong  Oh  already asked that  My bad,0.0
476,Seattle cop indicted in large coasttocoast potsmuggling operation  <link>   <link> ,1.0
477,Look inside immigration crack down in the Trump era  <link>   <link> ,1.0
478,He who covers over an offense promotes love but whoever repeats the matter separates close friends Proverbs 179,0.0
479,Copilot obsessed with Alps flew crash area as a boy  <link> ,1.0
480,Democrats will next be blaming Putin for Hacking the Super Bowl       <hashtag>   <link> ,1.0
481,Are you ok now,0.0
482,Legendary former Booker TWashington High  basketball coach John Milbourne dies He won 307 games and a state title   <link> ,0.0
483,Who are you voting forRT for WakaFav for  <link> ,0.0
484,Harvey price hello you cunt,0.0
485,Tonight BABYGIRL <username> ,0.0
486,Hey Gina thanks for the follow,0.0
487,I try to maintain a healthy balance D,0.0
488,look like somebody grandma armpit  <link> ,0.0
489, <hashtag> Live every moment,0.0
490,This Latest Obama Hidden Info on the Iran Deal is Treasonous  <link>   <link> ,1.0
491,Bitter Chelsea Attacks Trumps Harvey Response IMMEDIATELY Backfires   <link> ,1.0
492,I need some more headphones ,0.0
493,We currently need 65000 to ship supplies to Flint Michigan Please donate we can do this Go to  <link> ,0.0
494,Thank you  <username>  for the gorgeous dress I felt like Bianca Jagger partying at  <hashtag> 54 in it Fit like a  <link> ,0.0
495,UPDATE  <username>  say 2nd suspect in mall shooting has been captured,1.0
496,Somali Muslims harass American citizen on Minnesota street  <username>   <username>   <username>   <username>   <username>   <hashtag>   <link> ,1.0
497, <username>   <username>   <username>  This is exactly why I wont stop I saw this happen live on TV and it affected me deeply,1.0
498,51 years ago today I joined Dr King Rev Abernathy and 3000 more to begin the March to Montgomeryour 3rd attempt  <link> ,1.0
499, <hashtag>  Three Issues to Watch in the 2015 Legislative Session,1.0
500,My Shot from Hamilton,0.0
501,Thats how I feel about my girl  <link> ,0.0
502,We need policies that address racism in health care,1.0
503,Museum designed to honor unsung heroes to open in Kansas  <link>   <hashtag> ,1.0
504,This hospitals 1 very lowtech effort is protecting babies,1.0
505,BREAKING  Trump Jr Has Agreed to Testify Under One Key Condition  <link>   <link> ,1.0
506,Note to self  <username>    <hashtag>   <hashtag>  2A  <hashtag>    <hashtag>   <hashtag>   <link> ,1.0
507,A clue to  <username>  s  <link> ,0.0
508,I always know tht music show are trash smh,0.0
509,Im itchin  <username> ,0.0
510,I probably dont even need to say that but Ill report any news I come across and Ill respond to any questions when I can,0.0
511,Its also  <hashtag>   <link> ,1.0
512,BREAKING  Trump Exploring Cuts So America Stops Wasting 8 Billion a Year on the UN  <link>   <link> ,1.0
513,John McCain returns to cheers from fellow senators  <link>   <link> ,1.0
514, <hashtag>  people eating a whole pizza all by themselves,1.0
515, <hashtag>  I know that with 2 hours left for exam and 8 chapters to do ,1.0
516, <username>  welcome to burnley and middlesbrough for 201617 new seasons remier league,0.0
517,SOMEONE UNDERSTANDS,0.0
518,I know  <hashtag>  is real and he amazes me everyday,1.0
519,Uber Ola face off in battle for Indias booming taxi market  <link>   <hashtag> ,1.0
520,Kanye West moaning more about money woes   <hashtag>   <hashtag> ,1.0
521,We are preserving the  <hashtag>  culture at  <username>   Inspiring amp building up our community   <hashtag>     <link> ,1.0
522,Great company 3 cokes9 bottles water4 bars6 gels 102 miles Big mountain Bike Does a day get any  <link> ,0.0
523,2 hours left,0.0
524,Is he joining Weight Watchers instead   <link> ,1.0
525,TWEETS REPORT NOW 101 MILLION STAY STRONGER UNITED ADN  RETWEET NOW WITH BIG SMILE  <link> ,0.0
526,Leah Tysee takes a knee at  <username>  game while singing Land of the free and the home of the brave  <hashtag>   <hashtag>   <link> ,1.0
527,Let us not become weary in doing good for at the proper time we will reap a harvest if we do not give up  Paul Galatians 69NIV,1.0
528,Israeli troops shoot dead Palestinian who tried to stab themarmy   <hashtag>   <hashtag> ,1.0
529,forgot to bring my jacket with me pucha maliputon,0.0
530,Added a new video exclusive Hip hop instrumental for sale piano man  <link>   <hashtag>   <link> ,0.0
